"id","productPath","title","docUrl","releaseLevel","iconUrl","description","version","serviceName","group"
"54","Cloud > Google Cloud Platform (GCP) > Cloud Databases & Analytics > Cloud Data Analytics > Streams and Lakes > Dataproc","Dataproc","cloud.google.com/dataproc/","GA","http://www.google.com/images/icons/product/search-32.gif","Manages Hadoop-based clusters and jobs on Google Cloud Platform.","v1","dataproc.googleapis.com","Cloud/GCP"
"55","Cloud > Google Cloud Platform (GCP) > Cloud Application Ecosystem (AppEco) > Ops & Onboarding > Cloud Operations Suite > Cloud Debugger","Cloud Debugger","cloud.google.com/debugger/","GA","http://www.google.com/images/icons/product/search-32.gif","Examines the call stack and variables of a running application without stopping or slowing it down. (Deprecated) ","v2","clouddebugger.googleapis.com","Cloud/GCP"
"56","Cloud > Google Cloud Platform (GCP) > Core Infrastructure > Cloud Networking > Cloud DNS","Cloud DNS","cloud.google.com/dns/","GA","http://www.google.com/images/icons/product/search-32.gif",NULL,"v1","dns.googleapis.com","Cloud/GCP"
"58","Cloud > Google Cloud Platform (GCP) > Cloud Application Ecosystem (AppEco) > Ops & Onboarding > Cloud Operations Suite > Error Reporting","Error Reporting","cloud.google.com/error-reporting/","BETA","http://www.google.com/images/icons/product/search-32.gif","Groups and counts similar errors from cloud services and applications, reports new errors, and provides access to error groups and their associated errors. ","v1beta1","clouderrorreporting.googleapis.com","Cloud/GCP"
"60","Cloud > Google Cloud Platform (GCP) > Cloud Security > Identity and Access Management","Identity and Access Management","cloud.google.com/iam/","GA","http://www.google.com/images/icons/product/search-32.gif","Manages identity and access control for Google Cloud Platform resources, including the creation of service accounts, which you can use to authenticate to Google and make API calls. ","v1","iam.googleapis.com","Cloud/GCP"
"62","Cloud > Google Cloud Platform (GCP) > Cloud AI & Industry Solutions > Industry Solutions > Cloud Talent Solution Job Search","Cloud Talent Solution Job Search","cloud.google.com/talent-solution/job-search/","GA","http://www.google.com/images/icons/product/search-32.gif","Cloud Talent Solution provides the capability to create, read, update, and delete job postings, as well as search jobs based on keywords and filters. ","v4","jobs.googleapis.com","Cloud/GCP"
"67","Cloud > Google Cloud Platform (GCP) > Cloud Application Ecosystem (AppEco) > Ops & Onboarding > Cloud Operations Suite > Cloud Profiler","Cloud Profiler","cloud.google.com/profiler/","GA","http://www.google.com/images/icons/product/search-32.gif","Manages continuous profiling information.","v2","cloudprofiler.googleapis.com","Cloud/GCP"
"70","Cloud > Google Cloud Platform (GCP) > Cloud Security > Resource Manager","Resource Manager","cloud.google.com/resource-manager/","GA","http://www.google.com/images/icons/product/search-32.gif","Creates, reads, and updates metadata for Google Cloud Platform resource containers.","v2","cloudresourcemanager.googleapis.com","Cloud/GCP"
"72","Cloud > Google Cloud Platform (GCP) > Cloud Security > Web Security Scanner","Web Security Scanner","cloud.google.com/security-scanner/","GA","http://www.google.com/images/icons/product/search-32.gif","Scans your Compute and App Engine apps for common web vulnerabilities.","v1","websecurityscanner.googleapis.com","Cloud/GCP"
"73","Cloud > Google Cloud Platform (GCP) > Core Infrastructure > Cloud Networking > Service Directory","Service Directory","cloud.google.com/service-directory/","GA","http://www.google.com/images/icons/product/search-32.gif","Service Directory is a platform for discovering, publishing, and connecting services. ","v1","servicedirectory.googleapis.com","Cloud/GCP"
"74","Cloud > Google Cloud Platform (GCP) > Cloud Application Ecosystem (AppEco) > Ops & Onboarding > Cloud Operations Suite > Cloud Trace","Cloud Trace","cloud.google.com/trace/","GA","http://www.google.com/images/icons/product/search-32.gif","Sends application trace data to Cloud Trace for viewing. Trace data is collected for all App Engine applications by default. Trace data from other applications can be provided using this API. This library is used to interact with the Cloud Trace API directly. If you are looking to instrument your application for Cloud Trace, we recommend using OpenTelemetry. ","v2","cloudtrace.googleapis.com","Cloud/GCP"
"75","Cloud > Google Cloud Platform (GCP) > Cloud AI & Industry Solutions > Industry Solutions > Transcoder API","Transcoder API","cloud.google.com/transcoder/","BETA","http://www.google.com/images/icons/product/search-32.gif","This API converts video files into formats suitable for consumer distribution. ","v1beta1","transcoder.googleapis.com","Cloud/GCP"
"75","Cloud > Google Cloud Platform (GCP) > Cloud AI & Industry Solutions > Industry Solutions > Transcoder API","Transcoder API","cloud.google.com/transcoder/","BETA","http://www.google.com/images/icons/product/search-32.gif","This API converts video files into formats suitable for consumer distribution. For more information, see the Transcoder API overview. ","v1beta1","transcoder.googleapis.com","Cloud/GCP"
"80","Cloud > Google Cloud Platform (GCP) > Cloud Application Ecosystem (AppEco) > Developer Experience > Secure Source to Prod (SSTP) > Container Analysis","Container Analysis","cloud.google.com/container-registry/docs/container-analysis/","GA","http://www.google.com/images/icons/product/search-32.gif","This API is a prerequisite for leveraging Artifact Analysis scanning capabilities in both Artifact Registry and with Advanced Vulnerability Insights (runtime scanning) in GKE. In addition, the Container Analysis API is an implementation of the Grafeas API, which enables storing, querying, and retrieval of critical metadata about all of your software artifacts.","v1","containeranalysis.googleapis.com","Cloud/GCP"
"83","Cloud > Google Cloud Platform (GCP) > Core Infrastructure > Cloud Storage > Filestore","Filestore","cloud.google.com/filestore/","GA","http://www.google.com/images/icons/product/search-32.gif","The Cloud Filestore API is used for creating and managing cloud file servers.","v1","file.googleapis.com","Cloud/GCP"
"89","Cloud > Google Cloud Platform (GCP) > Core Infrastructure > Cloud Core Compute > Cloud OS Login API","Cloud OS Login API","cloud.google.com/compute/docs/oslogin/","GA","http://www.google.com/images/icons/product/search-32.gif","You can use OS Login to manage access to your VM instances using IAM roles.","v1","oslogin.googleapis.com","Cloud/GCP"
"91","Cloud > Google Cloud Platform (GCP) > Cloud Security > Binary Authorization","Binary Authorization","cloud.google.com/binary-authorization/","GA","http://www.google.com/images/icons/product/search-32.gif","The management interface for Binary Authorization, a service that provides policy-based deployment validation and control for images deployed to Google Kubernetes Engine (GKE), Anthos Service Mesh, Anthos Clusters, and Cloud Run. ","v1","binaryauthorization.googleapis.com","Cloud/GCP"
"98","Cloud > Google Cloud Platform (GCP) > Cloud AI & Industry Solutions > Industry Solutions > Cloud Healthcare API","Cloud Healthcare API","cloud.google.com/healthcare-api/","GA","http://www.google.com/images/icons/product/search-32.gif","Manage, store, and access healthcare data in Google Cloud Platform.","v1","healthcare.googleapis.com","Cloud/GCP"
"105","Cloud > Google Cloud Platform (GCP) > Cloud Application Ecosystem (AppEco) > Foundation Services > Service Infrastructure > Service Usage","Service Usage","cloud.google.com/service-usage/","GA","http://www.google.com/images/icons/product/search-32.gif","Enables services that service consumers want to use on Google Cloud Platform, lists the available or enabled services, or disables services that service consumers no longer use.","v1","serviceusage.googleapis.com","Cloud/GCP"
"106","Cloud > Google Cloud Platform (GCP) > Cloud Application Ecosystem (AppEco) > Foundation Services > Service Infrastructure > Service Infrastructure","Service Infrastructure","cloud.google.com/service-infrastructure/","GA","http://www.google.com/images/icons/product/search-32.gif","Manages the service consumers of a Service Infrastructure service.","v1","serviceconsumermanagement.googleapis.com","Cloud/GCP"
"109","Cloud > Google Cloud Platform (GCP) > Cloud Security > Security Command Center","Security Command Center","cloud.google.com/security-command-center/","GA","http://www.google.com/images/icons/product/search-32.gif","Security Command Center API provides access to temporal views of assets and findings within an organization.","v1","securitycenter.googleapis.com","Cloud/GCP"
"110","Cloud > Google Cloud Platform (GCP) > Core Infrastructure > Cloud Storage > Storage Transfer Service","Storage Transfer Service","cloud.google.com/storage-transfer/","GA","http://www.google.com/images/icons/product/search-32.gif","Transfers data from external data sources to a Google Cloud Storage bucket or between Google Cloud Storage buckets. ","v1","storagetransfer.googleapis.com","Cloud/GCP"
"111","Cloud > Google Cloud Platform (GCP) > Cloud Security > Cloud Asset Inventory","Cloud Asset Inventory","cloud.google.com/asset-inventory/","GA","http://www.google.com/images/icons/product/search-32.gif","The Cloud Asset API manages the history and inventory of Google Cloud resources.","v1","cloudasset.googleapis.com","Cloud/GCP"
"134","Cloud > Google Cloud Platform (GCP) > Cloud Application Ecosystem (AppEco) > Foundation Services > Events & Orchestration > Cloud Scheduler","Cloud Scheduler","cloud.google.com/scheduler/","GA","http://www.google.com/images/icons/product/search-32.gif","Creates and manages jobs run on a regular recurring schedule.","v1","cloudscheduler.googleapis.com","Cloud/GCP"
"197","Cloud > Google Cloud Platform (GCP) > Cloud Databases & Analytics > Cloud Data Analytics > Streams and Lakes > Data Catalog","Data Catalog","cloud.google.com/data-catalog/","GA","http://www.google.com/images/icons/product/search-32.gif","A fully managed and highly scalable data discovery and metadata management service. ","v1","datacatalog.googleapis.com","Cloud/GCP"
"198","Cloud > Google Cloud Platform (GCP) > Cloud AI & Industry Solutions > Cloud AI > AI Platform > AI Platform Data Labeling Service","AI Platform Data Labeling Service","cloud.google.com/ai-platform/data-labeling/","BETA","http://www.google.com/images/icons/product/search-32.gif","Public API for Google Cloud AI Data Labeling Service.","v1beta1","datalabeling.googleapis.com","Cloud/GCP"
"215","Cloud > Google Cloud Platform (GCP) > Cloud AI & Industry Solutions > Industry Solutions > Game Servers","Game Servers","cloud.google.com/game-servers/","GA","http://www.google.com/images/icons/product/search-32.gif","Deploy and manage infrastructure for global multiplayer gaming experiences.","v1","gameservices.googleapis.com","Cloud/GCP"
"226","Cloud > Google Cloud Platform (GCP) > Cloud AI & Industry Solutions > Cloud AI > Document AI","Document AI","cloud.google.com/document-ai/","GA","http://www.google.com/images/icons/product/search-32.gif","Service to parse structured information from unstructured or semi-structured documents using state-of-the-art Google AI such as natural language, computer vision, translation, and AutoML.","v1","documentai.googleapis.com","Cloud/GCP"
"238","Cloud > Google Cloud Platform (GCP) > Core Infrastructure > Cloud TPU","Cloud TPU","cloud.google.com/tpu/","GA","http://www.google.com/images/icons/product/search-32.gif","TPU API provides customers with access to Google TPU technology.","v1","tpu.googleapis.com","Cloud/GCP"
"242","Cloud > Google Cloud Platform (GCP) > Cloud Databases & Analytics > Cloud Data Analytics > Streams and Lakes > Cloud Data Fusion","Cloud Data Fusion","cloud.google.com/data-fusion/","BETA","http://www.google.com/images/icons/product/search-32.gif","Cloud Data Fusion is a fully-managed, cloud native, enterprise data integration service for quickly building and managing data pipelines. It provides a graphical interface to increase time efficiency and reduce complexity, and allows business users, developers, and data scientists to easily and reliably build scalable data integration solutions to cleanse, prepare, blend, transfer and transform data without having to wrestle with infrastructure.","v1beta1","datafusion.googleapis.com","Cloud/GCP"
"248","Cloud > Google Cloud Platform (GCP) > Cloud Security > Cloud Identity","Cloud Identity","cloud.google.com/identity/","GA","http://www.google.com/images/icons/product/search-32.gif","API for provisioning and managing identity resources.","v1","cloudidentity.googleapis.com","Cloud/GCP"
"250","Cloud > Google Cloud Platform (GCP) > Cloud Security > Managed Service for Microsoft Active Directory","Managed Service for Microsoft Active Directory","cloud.google.com/managed-microsoft-ad/","GA","http://www.google.com/images/icons/product/search-32.gif","The Managed Service for Microsoft Active Directory API is used for managing a highly available, hardened service running Microsoft Active Directory (AD).","v1","managedidentities.googleapis.com","Cloud/GCP"
"251","Cloud > Google Cloud Platform (GCP) > Cloud Security > Web Risk","Web Risk","cloud.google.com/web-risk/","GA","http://www.google.com/images/icons/product/search-32.gif",NULL,"v1","webrisk.googleapis.com","Cloud/GCP"
"259","Cloud > Google Cloud Platform (GCP) > Core Infrastructure > Cloud Networking > Virtual Private Cloud","Virtual Private Cloud","cloud.google.com/vpc/","GA","http://www.google.com/images/icons/product/search-32.gif","API for managing VPC access connectors.","v1","vpcaccess.googleapis.com","Cloud/GCP"
"266","Cloud > Google Cloud Platform (GCP) > Business Platforms & Cloud Operations > API Gateway","API Gateway","cloud.google.com/api-gateway/","GA","http://www.google.com/images/icons/product/search-32.gif",NULL,"v1","apigateway.googleapis.com","Cloud/GCP"
"267","Cloud > Google Cloud Platform (GCP) > Cloud Systems > Recommender","Recommender","cloud.google.com/recommender/","GA","http://www.google.com/images/icons/product/search-32.gif",NULL,"v1","recommender.googleapis.com","Cloud/GCP"
"269","Cloud > Google Cloud Platform (GCP) > Cloud AI & Industry Solutions > Cloud AI > Vertex AI > Vertex AI Workbench","Vertex AI Workbench","cloud.google.com/vertex-ai/docs/workbench/","GA","http://www.google.com/images/icons/product/search-32.gif","Notebooks API is used to manage notebook resources in Google Cloud.","v1","notebooks.googleapis.com","Cloud/GCP"
"271","Cloud > Google Cloud Platform (GCP) > Cloud Application Ecosystem (AppEco) > Developer Experience > Secure Source to Prod (SSTP) > Artifact Registry","Artifact Registry","cloud.google.com/artifact-registry/","GA","http://www.google.com/images/icons/product/search-32.gif","Store and manage build artifacts in a scalable and integrated service built on Google infrastructure.","v1","artifactregistry.googleapis.com","Cloud/GCP"
"282","Cloud > Google Cloud Platform (GCP) > Cloud Databases & Analytics > Cloud Databases > Cloud Memorystore > Memorystore for Memcached","Memorystore for Memcached","cloud.google.com/memorystore/docs/memcached/","GA","http://www.google.com/images/icons/product/search-32.gif","Google Cloud Memorystore for Memcached API is used for creating and managing Memcached instances in GCP.","v1","memcache.googleapis.com","Cloud/GCP"
"286","Cloud > Google Cloud Platform (GCP) > Cloud AI & Industry Solutions > Industry Solutions > Cloud Life Sciences","Cloud Life Sciences","cloud.google.com/life-sciences/","BETA","http://www.google.com/images/icons/product/search-32.gif","Cloud Life Sciences is a suite of services and tools for managing, processing, and transforming life sciences data.","v2beta","lifesciences.googleapis.com","Cloud/GCP"
"288","Cloud > Google Cloud Platform (GCP) > Business Platforms & Cloud Operations > Apigee > Apigee Edge","Apigee Edge","docs.apigee.com/","GA","http://www.google.com/images/icons/product/search-32.gif","Use the Apigee API to programmatically develop and manage APIs with a set of RESTful operations. Develop and secure API proxies, deploy and undeploy API proxy revisions, monitor APIs, configure environments, manage users, and more. Note: This product is available as a free trial for a time period of 60 days.","VERSION_UNSPECIFIED","apigee.googleapis.com","Cloud/GCP"
"291","Cloud > Google Cloud Platform (GCP) > Cloud Application Ecosystem (AppEco) > Developer Experience > DevEx > Cloud Shell","Cloud Shell","cloud.google.com/shell/","GA","http://www.google.com/images/icons/product/search-32.gif","Allows users to start, configure, and connect to interactive shell sessions running in the cloud. ","v1","cloudshell.googleapis.com","Cloud/GCP"
"296","Cloud > Google Cloud Platform (GCP) > Cloud Application Ecosystem (AppEco) > Cloud Native Runtimes > Serverless > App Engine > App Engine Admin API","App Engine Admin API","cloud.google.com/appengine/docs/admin-api/","GA","http://www.google.com/images/icons/product/search-32.gif","Provisions and manages developers\' App Engine applications.","v1","appengine.googleapis.com","Cloud/GCP"
"308","Cloud > Google Cloud Platform (GCP) > Cloud Security > Access Approval","Access Approval","cloud.google.com/cloud-provider-access-management/docs/access-approval/","GA","http://www.google.com/images/icons/product/search-32.gif","An API for controlling access to data by Google personnel.","v1","accessapproval.googleapis.com","Cloud/GCP"
"311","Cloud > Google Cloud Platform (GCP) > Cloud Security > Secret Manager","Secret Manager","cloud.google.com/secret-manager/","GA","http://www.google.com/images/icons/product/search-32.gif","Stores sensitive data such as API keys, passwords, and certificates. Provides convenience while improving security. ","v1","secretmanager.googleapis.com","Cloud/GCP"
"354","Cloud > Google Cloud Platform (GCP) > Business Platforms & Cloud Operations > Google Cloud Business Platform > GCBP Ordering, Billing & Finance > Cloud Billing (Product Group) > Cloud Billing Budget API","Cloud Billing Budget API","cloud.google.com/billing/docs/how-to/budget-api-overview/","GA","http://www.google.com/images/icons/product/search-32.gif","The Cloud Billing Budget API stores Cloud Billing budgets, which define a budget plan and the rules to execute as spend is tracked against that plan.","v1","billingbudgets.googleapis.com","Cloud/GCP"
"359","Cloud > Google Cloud Platform (GCP) > Cloud Databases & Analytics > Cloud Data Analytics > BigQuery (Product Group) > BigQuery Connection API","BigQuery Connection API","cloud.google.com/bigquery/docs/reference/bigqueryconnection/","GA","http://www.google.com/images/icons/product/search-32.gif","Allows users to manage BigQuery connections to external data sources.","v1","bigqueryconnection.googleapis.com","Cloud/GCP"
"360","Cloud > Google Cloud Platform (GCP) > Cloud Databases & Analytics > Cloud Data Analytics > BigQuery (Product Group) > BigQuery Reservation API","BigQuery Reservation API","cloud.google.com/bigquery/docs/reference/reservations/","GA","http://www.google.com/images/icons/product/search-32.gif","A service to modify your BigQuery flat-rate reservations.","v1","bigqueryreservation.googleapis.com","Cloud/GCP"
"361","Cloud > Google Cloud Platform (GCP) > Cloud Databases & Analytics > Cloud Databases > Bigtable (Product Group) > Cloud Bigtable Admin API","Cloud Bigtable Admin API","cloud.google.com/bigtable/docs/reference/admin/","GA","http://www.google.com/images/icons/product/search-32.gif","Administer your Cloud Bigtable tables and instances.","v2","bigtableadmin.googleapis.com","Cloud/GCP"
"362","Cloud > Google Cloud Platform (GCP) > Cloud Application Ecosystem (AppEco) > Cloud Native Runtimes > GKE > Kubernetes Engine API","Kubernetes Engine API","cloud.google.com/kubernetes-engine/","GA","http://www.google.com/images/icons/product/search-32.gif","Builds and manages container-based applications, powered by the open source Kubernetes technology.","v1","container.googleapis.com","Cloud/GCP"
"363","Cloud > Google Cloud Platform (GCP) > Cloud Security > IAM Service Account Credentials API","IAM Service Account Credentials API",NULL,"GA","http://www.google.com/images/icons/product/search-32.gif","Creates short-lived credentials for impersonating IAM service accounts. To enable this API, you must enable the IAM API (iam.googleapis.com). ","v1","iamcredentials.googleapis.com","Cloud/GCP"
"365","Cloud > Google Cloud Platform (GCP) > Cloud Security > Assured Workloads","Assured Workloads","cloud.google.com/assured-workloads/","GA","http://www.google.com/images/icons/product/search-32.gif",NULL,"v1","assuredworkloads.googleapis.com","Cloud/GCP"
"367","Cloud > Google Cloud Platform (GCP) > Cloud Application Ecosystem (AppEco) > Foundation Services > Events & Orchestration > Eventarc","Eventarc","cloud.google.com/eventarc/","GA","http://www.google.com/images/icons/product/search-32.gif","Build event-driven applications on Google Cloud Platform.","v1","eventarc.googleapis.com","Cloud/GCP"
"369","Cloud > Google Cloud Platform (GCP) > Core Infrastructure > Cloud Core Compute > Cloud OS Config","Cloud OS Config","cloud.google.com/compute/docs/osconfig/","GA","http://www.google.com/images/icons/product/search-32.gif","OS management tools that can be used for patch management, patch compliance, and configuration management on VM instances.","v1","osconfig.googleapis.com","Cloud/GCP"
